fid,class1,class2,subclass2,class3,croptyp2,partition
3230,**,V,**,**,V,44
3231,**,V,**,**,V,30
3232,**,V,**,**,V,91
3233,**,V,**,**,V,90
3234,**,V,**,**,V,44
3235,**,V,**,**,V,54
3236,**,V,**,**,V,100
3237,**,V,**,**,V,12
3238,**,V,**,**,V,24
3239,**,V,**,**,V,98
3240,**,V,**,**,V,41
3241,**,V,**,**,V,37
3242,**,V,**,**,V,21
3243,**,V,**,**,V,30
3244,**,V,**,**,V,49
3245,**,V,**,**,V,78
3246,**,V,**,**,V,17
3247,**,V,**,**,V,5
3248,**,V,**,**,V,25
3249,**,V,**,**,V,63
3250,**,V,**,**,V,53
3251,**,V,**,**,V,6
3252,**,V,**,**,V,95
3253,**,V,**,**,V,59
3254,**,V,**,**,V,17
3255,**,V,**,**,V,17
3256,**,V,**,**,V,80
3257,**,V,**,**,V,13
3258,**,V,**,**,V,58
3259,**,V,**,**,V,51
3260,**,V,**,**,V,93
3261,**,V,**,**,V,8
3262,**,V,**,**,V,5
3263,**,V,**,**,V,19
3264,**,V,**,**,V,87
3265,**,V,**,**,V,63
3266,**,V,**,**,V,30
3267,**,V,**,**,V,51
3268,**,V,**,**,V,83
3269,**,V,**,**,V,93
3270,**,V,**,**,V,57
3271,**,V,**,**,V,55
3272,**,V,**,**,V,31
3273,**,V,**,**,V,40
3274,**,V,**,**,V,84
3275,**,V,**,**,V,47
3277,**,V,**,**,V,40
3278,**,V,**,**,V,95
3279,**,V,**,**,V,85
3280,**,V,**,**,V,50
3281,**,V,**,**,V,32
3282,**,V,**,**,V,30
3283,**,V,**,**,V,86
3284,**,V,**,**,V,39
3285,**,V,**,**,V,83
3286,**,V,**,**,V,87
3287,**,V,**,**,V,6
3288,**,V,**,**,V,81
3289,**,V,**,**,V,48
3290,**,V,**,**,V,80
3291,**,V,**,**,V,92
3292,**,V,**,**,V,26
3293,**,V,**,**,V,29
3294,**,V,**,**,V,55
3295,**,V,**,**,V,80
3296,**,V,**,**,V,100
3297,**,V,**,**,V,69
3298,**,V,**,**,V,40
3299,**,V,**,**,V,19
3300,**,V,**,**,V,57
3301,**,V,**,**,V,76
3302,**,V,**,**,V,18
3303,**,V,**,**,V,32
3304,**,V,**,**,V,2
3305,**,V,**,**,V,58
3306,**,V,**,**,V,48
3307,**,V,**,**,V,19
3308,**,V,**,**,V,95
3309,**,V,**,**,V,68
3310,**,V,**,**,V,70
3311,**,V,**,**,V,38
3312,**,V,**,**,V,22
3313,**,V,**,**,V,100
3314,**,V,**,**,V,7
3315,**,V,**,**,V,77
3316,**,V,**,**,V,30
3317,**,V,**,**,V,54
3318,**,V,**,**,V,45
3319,**,V,**,**,V,82
3320,**,V,**,**,V,60
3321,**,V,**,**,V,23
3322,**,V,**,**,V,20
3323,**,V,**,**,V,93
3324,**,V,**,**,V,29
3325,**,V,**,**,V,52
3326,**,V,**,**,V,92
3327,**,V,**,**,V,33
3328,**,V,**,**,V,61
3329,**,V,**,**,V,87
3330,**,V,**,**,V,73
3331,**,V,**,**,V,53
3332,**,V,**,**,V,98
3333,**,V,**,**,V,85
3334,**,V,**,**,V,36
3335,**,V,**,**,V,12
3336,**,V,**,**,V,65
3337,**,V,**,**,V,62
3338,**,V,**,**,V,43
3339,**,V,**,**,V,32
3340,**,V,**,**,V,25
3341,**,V,**,**,V,47
3342,**,V,**,**,V,56
3343,**,V,**,**,V,64
3344,**,V,**,**,V,92
3345,**,V,**,**,V,45
3346,**,V,**,**,V,81
3347,**,V,**,**,V,91
3348,**,V,**,**,V,17
3349,**,V,**,**,V,19
3350,**,V,**,**,V,41
3351,**,V,**,**,V,70
3352,**,V,**,**,V,36
3353,**,V,**,**,V,8
3354,**,V,**,**,V,35
3355,**,V,**,**,V,93
3356,**,V,**,**,V,77
3357,**,V,**,**,V,77
3358,**,V,**,**,V,76
3359,**,V,**,**,V,32
3360,**,V,**,**,V,7
3361,**,V,**,**,V,93
3362,**,V,**,**,V,89
3363,**,V,**,**,V,24
3364,**,V,**,**,V,14
3365,**,V,**,**,V,48
3366,**,V,**,**,V,80
3367,**,V,**,**,V,60
3368,**,V,**,**,V,39
3369,**,V,**,**,V,55
3370,**,V,**,**,V,90
3371,**,V,**,**,V,68
3372,**,V,**,**,V,33
3373,**,V,**,**,V,66
3374,**,V,**,**,V,53
3375,**,V,**,**,V,34
3376,**,V,**,**,V,15
3377,**,V,**,**,V,55
3378,**,V,**,**,V,7
3379,**,V,**,**,V,78
3380,**,V,**,**,V,2
3381,**,V,**,**,V,37
3382,**,V,**,**,V,94
3383,**,V,**,**,V,53
3384,**,V,**,**,V,98
3385,**,V,**,**,V,81
3386,**,V,**,**,V,98
3387,**,V,**,**,V,10
3388,**,V,**,**,V,49
3389,**,V,**,**,V,84
3390,**,V,**,**,V,42
3391,**,V,**,**,V,72
3392,**,V,**,**,V,78
3393,**,V,**,**,V,84
3394,**,V,**,**,V,66
3395,**,V,**,**,V,32
3396,**,V,**,**,V,12
3397,**,V,**,**,V,81
3398,**,V,**,**,V,75
3399,**,V,**,**,V,95
3400,**,V,**,**,V,17
3401,**,V,**,**,V,93
3402,**,V,**,**,V,57
3403,**,V,**,**,V,27
3404,**,V,**,**,V,14
3405,**,V,**,**,V,75
3406,**,V,**,**,V,31
3407,**,V,**,**,V,85
3408,**,V,**,**,V,78
3409,**,V,**,**,V,76
3410,**,V,**,**,V,100
3411,**,V,**,**,V,29
3412,**,V,**,**,V,25
3413,**,V,**,**,V,15
3414,**,V,**,**,V,82
3415,**,V,**,**,V,42
3416,**,V,**,**,V,20
3417,**,V,**,**,V,70
3418,**,V,**,**,V,7
3419,**,V,**,**,V,49
3420,**,V,**,**,V,13
3421,**,V,**,**,V,11
3422,**,V,**,**,V,40
3423,**,V,**,**,V,15
3424,**,V,**,**,V,80
3425,**,V,**,**,V,30
3426,**,V,**,**,V,46
3427,**,V,**,**,V,15
3428,**,V,**,**,V,5
3429,**,V,**,**,V,61
3430,**,V,**,**,V,71
3431,**,V,**,**,V,87
3432,**,V,**,**,V,63
3433,**,V,**,**,V,79
3434,**,V,**,**,V,72
3435,**,V,**,**,V,80
3436,**,V,**,**,V,35
3437,**,V,**,**,V,34
3438,**,V,**,**,V,24
3439,**,V,**,**,V,51
3440,**,V,**,**,V,14
3441,**,V,**,**,V,71
3442,**,V,**,**,V,89
3443,**,V,**,**,V,9
3444,**,V,**,**,V,63
3445,**,V,**,**,V,30
3446,**,V,**,**,V,39
3447,**,V,**,**,V,7
3448,**,V,**,**,V,80
3449,**,V,**,**,V,99
3450,**,V,**,**,V,53
3451,**,V,**,**,V,81
3452,**,V,**,**,V,57
3453,**,V,**,**,V,64
3454,**,V,**,**,V,99
3455,**,V,**,**,V,97
3456,**,V,**,**,V,43
3457,**,V,**,**,V,50
3458,**,V,**,**,V,91
3459,**,V,**,**,V,17
3460,**,V,**,**,V,57
3461,**,V,**,**,V,88
3462,**,V,**,**,V,51
3463,**,V,**,**,V,14
3464,**,V,**,**,V,63
3465,**,V,**,**,V,68
3466,**,V,**,**,V,69
3467,**,V,**,**,V,87
3468,**,V,**,**,V,33
3469,**,V,**,**,V,84
3470,**,V,**,**,V,75
3471,**,V,**,**,V,7
3472,**,V,**,**,V,37
3473,**,V,**,**,V,7
3474,**,V,**,**,V,22
3475,**,V,**,**,V,41
3476,**,V,**,**,V,59
3477,**,V,**,**,V,76
3478,**,V,**,**,V,6
3479,**,V,**,**,V,63
3480,**,V,**,**,V,53
3481,**,V,**,**,V,37
3482,**,V,**,**,V,80
3483,**,V,**,**,V,5
3484,**,V,**,**,V,57
3485,**,V,**,**,V,46
3486,**,V,**,**,V,73
3487,**,V,**,**,V,59
3488,**,V,**,**,V,80
3489,**,V,**,**,V,90
3490,**,V,**,**,V,17
3491,**,V,**,**,V,77
3492,**,V,**,**,V,72
3493,**,V,**,**,V,64
3494,**,V,**,**,V,5
3495,**,V,**,**,V,45
3496,**,V,**,**,V,27
3497,**,V,**,**,V,7
3498,**,V,**,**,V,39
3499,**,V,**,**,V,99
3500,**,V,**,**,V,31
3501,**,V,**,**,V,71
3502,**,V,**,**,V,60
3503,**,V,**,**,V,16
3504,**,V,**,**,V,99
3505,**,V,**,**,V,10
3506,**,V,**,**,V,100
3507,**,V,**,**,V,66
3508,**,V,**,**,V,29
3509,**,V,**,**,V,24
3510,**,V,**,**,V,35
3511,**,V,**,**,V,93
3512,**,V,**,**,V,33
3513,**,V,**,**,V,42
3514,**,V,**,**,V,24
3515,**,V,**,**,V,84
3516,**,V,**,**,V,9
3517,**,V,**,**,V,76
3518,**,V,**,**,V,14
3519,**,V,**,**,V,28
3520,**,V,**,**,V,5
3521,**,V,**,**,V,40
3522,**,V,**,**,V,54
3523,**,V,**,**,V,62
3524,**,V,**,**,V,65
3525,**,V,**,**,V,17
3526,**,V,**,**,V,38
3527,**,V,**,**,V,88
3528,**,V,**,**,V,61
3529,**,V,**,**,V,11
3530,**,V,**,**,V,71
3531,**,V,**,**,V,68
3532,**,V,**,**,V,95
3533,**,V,**,**,V,7
3534,**,V,**,**,V,68
3535,**,V,**,**,V,22
3536,**,V,**,**,V,78
3537,**,V,**,**,V,48
3538,**,V,**,**,V,77
3539,**,V,**,**,V,86
3540,**,V,**,**,V,64
3541,**,V,**,**,V,32
3542,**,V,**,**,V,25
3543,**,V,**,**,V,21
3544,**,V,**,**,V,100
3545,**,V,**,**,V,48
3546,**,V,**,**,V,9
3547,**,V,**,**,V,81
3548,**,V,**,**,V,15
3549,**,V,**,**,V,96
3550,**,V,**,**,V,31
3551,**,V,**,**,V,29
3552,**,V,**,**,V,55
3553,**,V,**,**,V,67
3554,**,V,**,**,V,49
3555,**,V,**,**,V,28
3556,**,V,**,**,V,95
3557,**,V,**,**,V,79
3558,**,V,**,**,V,100
3559,**,V,**,**,V,99
3560,**,V,**,**,V,45
3561,**,V,**,**,V,10
3562,**,V,**,**,V,28
3563,**,V,**,**,V,77
3564,**,V,**,**,V,67
3565,**,V,**,**,V,4
3566,**,V,**,**,V,6
3567,**,V,**,**,V,95
3568,**,V,**,**,V,72
3569,**,V,**,**,V,77
3570,**,V,**,**,V,35
3571,**,V,**,**,V,66
3572,**,V,**,**,V,95
3573,**,V,**,**,V,90
3574,**,V,**,**,V,82
3575,**,V,**,**,V,91
3576,**,V,**,**,V,14
3577,**,V,**,**,V,92
3578,**,V,**,**,V,13
3579,**,V,**,**,V,28
3580,**,V,**,**,V,44
3581,**,V,**,**,V,57
3582,**,V,**,**,V,26
3583,**,V,**,**,V,82
3584,**,V,**,**,V,32
3585,**,V,**,**,V,92
3586,**,V,**,**,V,91
3587,**,V,**,**,V,80
3588,**,V,**,**,V,91
3589,**,V,**,**,V,19
3590,**,V,**,**,V,58
3591,**,V,**,**,V,94
3592,**,V,**,**,V,3
3593,**,V,**,**,V,25
3594,**,V,**,**,V,29
3595,**,V,**,**,V,69
3596,**,V,**,**,V,17
3597,**,V,**,**,V,87
3598,**,V,**,**,V,12
3599,**,V,**,**,V,77
3600,**,V,**,**,V,89
3601,**,V,**,**,V,28
3602,**,V,**,**,V,66
3603,**,V,**,**,V,69
3604,**,V,**,**,V,1
3605,**,V,**,**,V,42
3606,**,V,**,**,V,16
3607,**,V,**,**,V,73
3608,**,V,**,**,V,40
3609,**,V,**,**,V,24
3610,**,V,**,**,V,5
3611,**,V,**,**,V,65
3612,**,V,**,**,V,49
3613,**,V,**,**,V,46
3614,**,V,**,**,V,65
3615,**,V,**,**,V,81
3616,**,V,**,**,V,91
3617,**,V,**,**,V,83
3618,**,V,**,**,V,23
3619,**,V,**,**,V,58
3620,**,V,**,**,V,99
3621,**,V,**,**,V,84
3622,**,V,**,**,V,98
3623,**,V,**,**,V,13
3624,**,V,**,**,V,35
3625,**,V,**,**,V,19
3626,**,V,**,**,V,24
3627,**,V,**,**,V,92
3628,**,V,**,**,V,15
3629,**,V,**,**,V,19
3630,**,V,**,**,V,16
3631,**,V,**,**,V,90
3632,**,V,**,**,V,97
3633,**,V,**,**,V,18
3634,**,V,**,**,V,6
3635,**,V,**,**,V,36
3636,**,V,**,**,V,33
3637,**,V,**,**,V,77
3638,**,V,**,**,V,43
3639,**,V,**,**,V,47
3640,**,V,**,**,V,33
3641,**,V,**,**,V,77
3642,**,V,**,**,V,94
3643,**,V,**,**,V,5
3644,**,V,**,**,V,74
3645,**,V,**,**,V,51
3646,**,V,**,**,V,15
3647,**,V,**,**,V,100
3648,**,V,**,**,V,13
3649,**,V,**,**,V,58
3650,**,V,**,**,V,26
3651,**,V,**,**,V,15
3652,**,V,**,**,V,6
3653,**,V,**,**,V,77
3654,**,V,**,**,V,13
3655,**,V,**,**,V,70
3656,**,V,**,**,V,91
3657,**,V,**,**,V,69
3658,**,V,**,**,V,7
3659,**,V,**,**,V,50
3660,**,V,**,**,V,55
3661,**,V,**,**,V,67
3662,**,V,**,**,V,38
3663,**,V,**,**,V,96
3664,**,V,**,**,V,76
3665,**,V,**,**,V,69
3666,**,V,**,**,V,10
3667,**,V,**,**,V,53
3668,**,V,**,**,V,60
3669,**,V,**,**,V,58
3670,**,V,**,**,V,21
3671,**,V,**,**,V,3
3672,**,V,**,**,V,53
3673,**,V,**,**,V,58
3674,**,V,**,**,V,72
3675,**,V,**,**,V,96
3676,**,V,**,**,V,34
3677,**,V,**,**,V,42
3678,**,V,**,**,V,23
3679,**,V,**,**,V,93
3680,**,V,**,**,V,71
3681,**,V,**,**,V,30
3682,**,V,**,**,V,84
3683,**,V,**,**,V,43
3684,**,V,**,**,V,12
3685,**,V,**,**,V,44
3686,**,V,**,**,V,41
3687,**,V,**,**,V,41
3688,**,V,**,**,V,5
3689,**,V,**,**,V,83
3690,**,V,**,**,V,54
3691,**,V,**,**,V,91
3692,**,V,**,**,V,75
3693,**,V,**,**,V,89
3694,**,V,**,**,V,43
3695,**,V,**,**,V,37
3696,**,V,**,**,V,71
3697,**,V,**,**,V,36
3698,**,V,**,**,V,49
3699,**,V,**,**,V,13
3700,**,V,**,**,V,15
3701,**,V,**,**,V,90
3702,**,V,**,**,V,55
3703,**,V,**,**,V,56
3704,**,V,**,**,V,78
3705,**,V,**,**,V,84
3706,**,V,**,**,V,82
3707,**,V,**,**,V,9
3708,**,V,**,**,V,68
3709,**,V,**,**,V,57
3710,**,V,**,**,V,61
3711,**,V,**,**,V,88
3712,**,V,**,**,V,38
3713,**,V,**,**,V,86
3714,**,V,**,**,V,88
3715,**,V,**,**,V,71
3716,**,V,**,**,V,99
3717,**,V,**,**,V,12
3718,**,V,**,**,V,75
3719,**,V,**,**,V,80
3720,**,V,**,**,V,30
3721,**,V,**,**,V,88
3722,**,V,**,**,V,98
3723,**,V,**,**,V,26
3724,**,V,**,**,V,5
3725,**,V,**,**,V,18
3726,**,V,**,**,V,58
3727,**,V,**,**,V,68
3728,**,V,**,**,V,2
3729,**,V,**,**,V,7
3730,**,V,**,**,V,7
3731,**,V,**,**,V,71
3732,**,V,**,**,V,89
3733,**,V,**,**,V,74
3734,**,V,**,**,V,89
3735,**,V,**,**,V,25
3736,**,V,**,**,V,96
3737,**,V,**,**,V,57
3738,**,V,**,**,V,17
3739,**,V,**,**,V,56
3740,**,V,**,**,V,27
3741,**,V,**,**,V,5
3742,**,V,**,**,V,54
3743,**,V,**,**,V,43
3744,**,V,**,**,V,7
3745,**,V,**,**,V,31
3746,**,V,**,**,V,73
3747,**,V,**,**,V,66
3748,**,V,**,**,V,99
3749,**,V,**,**,V,38
3750,**,V,**,**,V,80
3751,**,V,**,**,V,59
3752,**,V,**,**,V,87
3753,**,V,**,**,V,24
3754,**,V,**,**,V,83
3755,**,V,**,**,V,7
3756,**,V,**,**,V,11
3757,**,V,**,**,V,37
3758,**,V,**,**,V,29
3759,**,V,**,**,V,84
3760,**,V,**,**,V,3
3761,**,V,**,**,V,8
3762,**,V,**,**,V,42
3763,**,V,**,**,V,76
3764,**,V,**,**,V,98
3765,**,V,**,**,V,44
3766,**,V,**,**,V,83
3767,**,V,**,**,V,74
3768,**,V,**,**,V,62
3769,**,V,**,**,V,79
3770,**,V,**,**,V,38
3771,**,V,**,**,V,52
3772,**,V,**,**,V,69
3773,**,V,**,**,V,10
3774,**,V,**,**,V,27
3775,**,V,**,**,V,80
3776,**,V,**,**,V,12
3777,**,V,**,**,V,28
3778,**,V,**,**,V,8
3779,**,V,**,**,V,32
3780,**,V,**,**,V,52
3781,**,V,**,**,V,82
3782,**,V,**,**,V,8
3783,**,V,**,**,V,97
3784,**,V,**,**,V,98
3785,**,V,**,**,V,38
3786,**,V,**,**,V,67
3787,**,V,**,**,V,43
3788,**,V,**,**,V,10
3789,**,V,**,**,V,10
3790,**,V,**,**,V,100
3791,**,V,**,**,V,65
3792,**,V,**,**,V,80
3793,**,V,**,**,V,53
3794,**,V,**,**,V,36
3795,**,V,**,**,V,50
3796,**,V,**,**,V,62
3797,**,V,**,**,V,74
3798,**,V,**,**,V,74
3799,**,V,**,**,V,92
3800,**,V,**,**,V,27
3801,**,V,**,**,V,47
3802,**,V,**,**,V,29
3803,**,V,**,**,V,79
3804,**,V,**,**,V,34
3805,**,V,**,**,V,81
3806,**,V,**,**,V,14
3807,**,V,**,**,V,89
3808,**,V,**,**,V,93
3809,**,V,**,**,V,48
3810,**,V,**,**,V,64
3811,**,V,**,**,V,65
3812,**,V,**,**,V,83
3813,**,V,**,**,V,98
3814,**,V,**,**,V,20
3815,**,V,**,**,V,58
3816,**,V,**,**,V,71
3817,**,V,**,**,V,9
3818,**,V,**,**,V,52
3819,**,V,**,**,V,85
3820,**,V,**,**,V,97
3821,**,V,**,**,V,77
3822,**,V,**,**,V,41
3823,**,V,**,**,V,85
3824,**,V,**,**,V,42
3825,**,V,**,**,V,86
3826,**,V,**,**,V,26
3827,**,V,**,**,V,84
3828,**,V,**,**,V,71
3829,**,V,**,**,V,33
3830,**,V,**,**,V,89
3831,**,V,**,**,V,43
3832,**,V,**,**,V,47
3833,**,V,**,**,V,38
3834,**,V,**,**,V,34
3835,**,V,**,**,V,75
3836,**,V,**,**,V,75
3837,**,V,**,**,V,98
3838,**,V,**,**,V,48
3839,**,V,**,**,V,15
3840,**,V,**,**,V,82
3841,**,V,**,**,V,38
3842,**,V,**,**,V,34
3843,**,V,**,**,V,96
3844,**,V,**,**,V,24
3845,**,V,**,**,V,96
3846,**,V,**,**,V,66
3847,**,V,**,**,V,5
3848,**,V,**,**,V,20
3849,**,V,**,**,V,81
3850,**,V,**,**,V,18
3851,**,V,**,**,V,30
3852,**,V,**,**,V,18
3853,**,V,**,**,V,35
3854,**,V,**,**,V,75
3855,**,V,**,**,V,14
3856,**,V,**,**,V,57
3857,**,V,**,**,V,86
3858,**,V,**,**,V,11
3859,**,V,**,**,V,79
3860,**,V,**,**,V,10
3862,**,V,**,**,V,18
3863,**,V,**,**,V,28
3864,**,V,**,**,V,77
3865,**,V,**,**,V,50
3866,**,V,**,**,V,84
3867,**,V,**,**,V,99
3868,**,V,**,**,V,25
3869,**,V,**,**,V,47
3870,**,V,**,**,V,96
3871,**,V,**,**,V,82
3872,**,V,**,**,V,39
3873,**,V,**,**,V,11
3874,**,V,**,**,V,69
3875,**,V,**,**,V,82
3876,**,V,**,**,V,8
3877,**,V,**,**,V,99
3878,**,V,**,**,V,98
3879,**,V,**,**,V,93
3880,**,V,**,**,V,34
3881,**,V,**,**,V,51
3882,**,V,**,**,V,4
3883,**,V,**,**,V,2
3884,**,V,**,**,V,64
3885,**,V,**,**,V,35
3886,**,V,**,**,V,93
3887,**,V,**,**,V,27
3888,**,V,**,**,V,65
3889,**,V,**,**,V,73
3890,**,V,**,**,V,25
3891,**,V,**,**,V,25
3892,**,V,**,**,V,69
3893,**,V,**,**,V,88
3894,**,V,**,**,V,41
3895,**,V,**,**,V,57
3896,**,V,**,**,V,44
3897,**,V,**,**,V,25
3898,**,V,**,**,V,80
3899,**,V,**,**,V,12
3900,**,V,**,**,V,79
3901,**,V,**,**,V,35
3902,**,V,**,**,V,67
3903,**,V,**,**,V,65
3904,**,V,**,**,V,79
3905,**,V,**,**,V,38
3906,**,V,**,**,V,73
3907,**,V,**,**,V,2
3908,**,V,**,**,V,22
3909,**,V,**,**,V,93
3910,**,V,**,**,V,91
3911,**,V,**,**,V,22
3912,**,V,**,**,V,34
3913,**,V,**,**,V,31
3914,**,V,**,**,V,47
3915,**,V,**,**,V,86
3916,**,V,**,**,V,42
3917,**,V,**,**,V,82
3918,**,V,**,**,V,74
3919,**,V,**,**,V,62
3920,**,V,**,**,V,91
3921,**,V,**,**,V,53
3922,**,V,**,**,V,6
3923,**,V,**,**,V,78
3924,**,V,**,**,V,36
3925,**,V,**,**,V,18
3926,**,V,**,**,V,83
3927,**,V,**,**,V,6
3928,**,V,**,**,V,16
3929,**,V,**,**,V,56
3930,**,V,**,**,V,20
3931,**,V,**,**,V,54
3932,**,V,**,**,V,60
3933,**,V,**,**,V,11
3934,**,V,**,**,V,32
3935,**,V,**,**,V,44
3936,**,V,**,**,V,1
3937,**,V,**,**,V,5
3938,**,V,**,**,V,52
3939,**,V,**,**,V,47
3940,**,V,**,**,V,82
3941,**,V,**,**,V,60
3942,**,V,**,**,V,74
3943,**,V,**,**,V,2
3944,**,V,**,**,V,15
3945,**,V,**,**,V,80
3946,**,V,**,**,V,9
3947,**,V,**,**,V,51
3948,**,V,**,**,V,5
3949,**,V,**,**,V,75
3950,**,V,**,**,V,22
3951,**,V,**,**,V,76
3952,**,V,**,**,V,45
3953,**,V,**,**,V,85
3954,**,V,**,**,V,98
3955,**,V,**,**,V,37
3956,**,V,**,**,V,57
3957,**,V,**,**,V,79
3958,**,V,**,**,V,39
3960,**,V,**,**,V,76
3961,**,V,**,**,V,2
3962,**,V,**,**,V,36
3963,**,V,**,**,V,31
3964,**,V,**,**,V,49
3965,**,V,**,**,V,63
3966,**,V,**,**,V,94
3967,**,V,**,**,V,20
3968,**,V,**,**,V,13
3969,**,V,**,**,V,83
3970,**,V,**,**,V,8
3971,**,V,**,**,V,25
3972,**,V,**,**,V,73
3973,**,V,**,**,V,51
3975,**,V,**,**,V,45
3976,**,V,**,**,V,78
3977,**,V,**,**,V,83
3978,**,V,**,**,V,86
3979,**,V,**,**,V,31
3980,**,V,**,**,V,70
3981,**,V,**,**,V,36
3982,**,V,**,**,V,49
3983,**,V,**,**,V,34
3984,**,V,**,**,V,71
3985,**,V,**,**,V,3
3986,**,V,**,**,V,4
3987,**,V,**,**,V,98
3988,**,V,**,**,V,62
3989,**,V,**,**,V,91
3990,**,V,**,**,V,66
3991,**,V,**,**,V,66
3992,**,V,**,**,V,41
3993,**,V,**,**,V,61
3995,**,V,**,**,V,16
3996,**,V,**,**,V,19
3997,**,V,**,**,V,42
3998,**,V,**,**,V,17
3999,**,V,**,**,V,11
4000,**,V,**,**,V,33
4001,**,V,**,**,V,39
4002,**,V,**,**,V,36
4003,**,V,**,**,V,96
4005,**,V,**,**,V,32
4008,**,V,**,**,V,46
4009,**,V,**,**,V,5
4010,**,V,**,**,V,25
4011,**,V,**,**,V,85
4012,**,V,**,**,V,69
4013,**,V,**,**,V,44
4014,**,V,**,**,V,60
4015,**,V,**,**,V,25
4016,**,V,**,**,V,28
4017,**,V,**,**,V,51
4018,**,V,**,**,V,44
4019,**,V,**,**,V,43
4020,**,V,**,**,V,62
4021,**,V,**,**,V,87
4022,**,V,**,**,V,76
4023,**,V,**,**,V,75
4024,**,V,**,**,V,79
4025,**,V,**,**,V,54
4026,**,V,**,**,V,95
4027,**,V,**,**,V,17
4028,**,V,**,**,V,74
4029,**,V,**,**,V,19
4030,**,V,**,**,V,27
4031,**,V,**,**,V,33
4032,**,V,**,**,V,92
4033,**,V,**,**,V,31
4034,**,V,**,**,V,58
4035,**,V,**,**,V,64
4036,**,V,**,**,V,79
4037,**,V,**,**,V,81
4038,**,V,**,**,V,18
4039,**,V,**,**,V,88
4040,**,V,**,**,V,42
4041,**,V,**,**,V,83
4042,**,V,**,**,V,71
4043,**,V,**,**,V,67
4044,**,V,**,**,V,83
4045,**,V,**,**,V,84
4046,**,V,**,**,V,5
4047,**,V,**,**,V,91
4048,**,V,**,**,V,17
4049,**,V,**,**,V,58
4050,**,V,**,**,V,25
4051,**,V,**,**,V,87
4052,**,V,**,**,V,38
4053,**,V,**,**,V,47
4054,**,V,**,**,V,5
4055,**,V,**,**,V,60
4056,**,V,**,**,V,59
4057,**,V,**,**,V,90
4058,**,V,**,**,V,9
4059,**,V,**,**,V,74
4060,**,V,**,**,V,73
4062,**,V,**,**,V,49
4063,**,V,**,**,V,84
4064,**,V,**,**,V,40
4065,**,V,**,**,V,28
4066,**,V,**,**,V,75
4067,**,V,**,**,V,15
4068,**,V,**,**,V,59
4071,**,V,**,**,V,19
4072,**,V,**,**,V,60
4073,**,V,**,**,V,55
4074,**,V,**,**,V,76
4075,**,V,**,**,V,84
4076,**,V,**,**,V,51
4077,**,V,**,**,V,32
4078,**,V,**,**,V,78
4079,**,V,**,**,V,23
4080,**,V,**,**,V,64
4081,**,V,**,**,V,19
4082,**,V,**,**,V,88
4083,**,V,**,**,V,60
4085,**,V,**,**,V,74
4087,**,V,**,**,V,40
4088,**,V,**,**,V,4
4089,**,X,**,**,X,32
4090,**,X,**,**,X,57
4091,**,X,**,**,X,56
4092,**,X,**,**,X,7
4093,**,X,**,**,X,54
4094,**,X,**,**,X,63
4098,**,X,**,**,X,68
4100,**,X,**,**,X,86
4101,**,X,**,**,X,3
4102,**,X,**,**,X,3
4104,**,X,**,**,X,50
4105,**,X,**,**,X,89
4106,**,X,**,**,X,59
4107,**,X,**,**,X,1
4108,**,X,**,**,X,35
4110,**,X,**,**,X,44
4111,**,X,**,**,X,32
4112,**,X,**,**,X,35
4116,**,X,**,**,X,24
4118,**,X,**,**,X,4
4119,**,X,**,**,X,13
4121,**,X,**,**,X,54
4123,**,X,**,**,X,36
4124,**,X,**,**,X,20
4126,**,X,**,**,X,13
4127,**,X,**,**,X,95
4128,**,X,**,**,X,23
4129,**,X,**,**,X,36
4130,**,X,**,**,X,74
4131,**,X,**,**,X,24
4135,**,X,**,**,X,3
4136,**,X,**,**,X,34
4137,**,X,**,**,X,34
4138,**,X,**,**,X,29
4139,**,X,**,**,X,52
4140,**,X,**,**,X,8
4141,**,X,**,**,X,63
4142,**,X,**,**,X,69
4143,**,X,**,**,X,26
4144,**,X,**,**,X,80
4145,**,X,**,**,X,7
4147,**,X,**,**,X,46
4150,**,X,**,**,X,99
4151,**,X,**,**,X,4
4152,**,X,**,**,X,74
4153,**,X,**,**,X,98
4154,**,X,**,**,X,41
4155,**,X,**,**,X,8
4156,**,X,**,**,X,39
4158,**,X,**,**,X,49
4160,**,X,**,**,X,1
4162,**,X,**,**,X,48
4163,**,X,**,**,X,62
4164,**,X,**,**,X,81
4166,**,X,**,**,X,95
4167,**,X,**,**,X,17
4168,**,X,**,**,X,10
4170,**,X,**,**,X,92
4171,**,X,**,**,X,60
4172,**,X,**,**,X,82
4173,**,X,**,**,X,10
4174,**,X,**,**,X,31
4176,**,X,**,**,X,77
4177,**,X,**,**,X,13
4178,**,X,**,**,X,3
4180,**,X,**,**,X,99
4182,**,X,**,**,X,86
4189,**,X,**,**,X,73
4190,**,X,**,**,X,71
4191,**,X,**,**,X,61
4193,**,X,**,**,X,22
4195,**,X,**,**,X,55
4196,**,X,**,**,X,81
4197,**,X,**,**,X,98
4198,**,X,**,**,X,48
4199,**,X,**,**,X,4
4200,**,X,**,**,X,8
4201,**,X,**,**,X,97
4203,**,X,**,**,X,9
4204,**,X,**,**,X,58
4205,**,X,**,**,X,33
4206,**,X,**,**,X,23
4207,**,X,**,**,X,72
4208,**,X,**,**,X,62
4211,**,X,**,**,X,11
